Orders.Order Date,Sum(Orders.Profit)
2014-01-02T18:30:00.000Z,5.551199999999998
2014-01-03T18:30:00.000Z,-65.99010000000001
2014-01-04T18:30:00.000Z,4.884
2014-01-05T18:30:00.000Z,1358.0523999999998
2014-01-06T18:30:00.000Z,-71.96209999999999
2014-01-08T18:30:00.000Z,10.917999999999996
2014-01-09T18:30:00.000Z,22.6537
2014-01-10T18:30:00.000Z,3.0813999999999995
2014-01-12T18:30:00.000Z,673.6385999999999
2014-01-13T18:30:00.000Z,-53.28560000000001
2014-01-14T18:30:00.000Z,65.97800000000001
2014-01-15T18:30:00.000Z,-5.933500000000016
2014-01-17T18:30:00.000Z,6.486400000000003
2014-01-18T18:30:00.000Z,-287.9976
2014-01-19T18:30:00.000Z,584.3694999999998
2014-01-20T18:30:00.000Z,4.102799999999999
2014-01-22T18:30:00.000Z,19.2384
2014-01-25T18:30:00.000Z,150.327
2014-01-26T18:30:00.000Z,9.682700000000004
2014-01-27T18:30:00.000Z,1.3256999999999999
2014-01-29T18:30:00.000Z,11.650200000000002
2014-01-30T18:30:00.000Z,3.4195999999999884
2014-01-31T18:30:00.000Z,206.31600000000006
2014-02-01T18:30:00.000Z,7.152499999999996
2014-02-02T18:30:00.000Z,31.5614
2014-02-03T18:30:00.000Z,51.1432
2014-02-05T18:30:00.000Z,76.48329999999999
2014-02-06T18:30:00.000Z,59.34880000000001
2014-02-07T18:30:00.000Z,5.5328
2014-02-10T18:30:00.000Z,293.52849999999995
2014-02-11T18:30:00.000Z,-24.29400000000002
2014-02-13T18:30:00.000Z,120.1764
2014-02-14T18:30:00.000Z,7.209
2014-02-15T18:30:00.000Z,-15.658000000000003
2014-02-16T18:30:00.000Z,8.808799999999998
2014-02-17T18:30:00.000Z,-13.846800000000002
2014-02-19T18:30:00.000Z,35.5612
2014-02-20T18:30:00.000Z,-13.717499999999998
2014-02-21T18:30:00.000Z,9.3312
2014-02-22T18:30:00.000Z,-4.522499999999998
2014-02-23T18:30:00.000Z,18.789299999999997
2014-02-26T18:30:00.000Z,3.404799999999998
2014-02-28T18:30:00.000Z,-208.96140000000014
2014-03-01T18:30:00.000Z,56.0112
2014-03-02T18:30:00.000Z,-629.7989000000001
2014-03-03T18:30:00.000Z,20.07779999999996
2014-03-04T18:30:00.000Z,261.19010000000003
2014-03-06T18:30:00.000Z,134.1538999999999
2014-03-09T18:30:00.000Z,4.188599999999905
2014-03-10T18:30:00.000Z,279.0610000000001
2014-03-13T18:30:00.000Z,528.5023999999999
2014-03-14T18:30:00.000Z,33.59799999999997
2014-03-15T18:30:00.000Z,29.49500000000002
2014-03-16T18:30:00.000Z,-831.8571999999999
2014-03-17T18:30:00.000Z,-954.7089000000026
2014-03-18T18:30:00.000Z,68.63529999999997
2014-03-20T18:30:00.000Z,1055.3735000000004
2014-03-21T18:30:00.000Z,-50.93450000000001
2014-03-22T18:30:00.000Z,126.92240000000002
2014-03-23T18:30:00.000Z,26.275799999999997
2014-03-24T18:30:00.000Z,96.66839999999999
2014-03-25T18:30:00.000Z,30.7658
2014-03-27T18:30:00.000Z,-11.075399999999945
2014-03-28T18:30:00.000Z,-152.7156
2014-03-29T18:30:00.000Z,232.75289999999998
2014-03-30T18:30:00.000Z,355.1097000000001
2014-03-31T18:30:00.000Z,26.089599999999997
2014-04-01T18:30:00.000Z,407.39619999999996
2014-04-02T18:30:00.000Z,85.6044
2014-04-03T18:30:00.000Z,105.4521
2014-04-04T18:30:00.000Z,253.90440000000007
2014-04-05T18:30:00.000Z,299.51519999999994
2014-04-06T18:30:00.000Z,305.05600000000004
2014-04-07T18:30:00.000Z,359.84810000000004
2014-04-10T18:30:00.000Z,523.2729
2014-04-11T18:30:00.000Z,152.65809999999996
2014-04-12T18:30:00.000Z,-384.79419999999993
2014-04-14T18:30:00.000Z,107.99999999999999
2014-04-15T18:30:00.000Z,9.768
2014-04-17T18:30:00.000Z,169.9373999999999
2014-04-18T18:30:00.000Z,87.5664
2014-04-19T18:30:00.000Z,-194.45280000000008
2014-04-20T18:30:00.000Z,5.5755
2014-04-21T18:30:00.000Z,124.78689999999999
2014-04-22T18:30:00.000Z,-0.3052999999999848
2014-04-24T18:30:00.000Z,332.86710000000005
2014-04-25T18:30:00.000Z,40.74499999999998
2014-04-27T18:30:00.000Z,292.1672000000001
2014-04-28T18:30:00.000Z,101.68139999999991
2014-04-29T18:30:00.000Z,276.4956
2014-05-01T18:30:00.000Z,91.95719999999999
2014-05-02T18:30:00.000Z,28.862399999999997
2014-05-03T18:30:00.000Z,58.5624
2014-05-04T18:30:00.000Z,34.51309999999998
2014-05-05T18:30:00.000Z,85.7158
2014-05-06T18:30:00.000Z,215.8138
2014-05-07T18:30:00.000Z,239.9960000000001
2014-05-08T18:30:00.000Z,95.17360000000001
2014-05-09T18:30:00.000Z,57.82599999999999
2014-05-10T18:30:00.000Z,-289.6088
2014-05-11T18:30:00.000Z,-119.22550000000001
2014-05-12T18:30:00.000Z,-242.28369999999995
2014-05-13T18:30:00.000Z,23.31599999999999
2014-05-15T18:30:00.000Z,20.85000000000001
2014-05-16T18:30:00.000Z,45.839999999999996
2014-05-17T18:30:00.000Z,-158.00399999999996
2014-05-18T18:30:00.000Z,35.6472
2014-05-19T18:30:00.000Z,62.05810000000001
2014-05-20T18:30:00.000Z,1719.5086999999999
2014-05-21T18:30:00.000Z,46.581
2014-05-22T18:30:00.000Z,58.050200000000004
2014-05-23T18:30:00.000Z,56.977199999999996
2014-05-24T18:30:00.000Z,-183.78380000000004
2014-05-25T18:30:00.000Z,130.50859999999997
2014-05-26T18:30:00.000Z,111.54079999999993
2014-05-27T18:30:00.000Z,59.30879999999999
2014-05-29T18:30:00.000Z,222.03579999999988
2014-05-30T18:30:00.000Z,230.97269999999995
2014-05-31T18:30:00.000Z,1576.7509
2014-06-01T18:30:00.000Z,218.36079999999998
2014-06-02T18:30:00.000Z,96.10859999999997
2014-06-03T18:30:00.000Z,-6.493200000000022
2014-06-05T18:30:00.000Z,-265.23670000000016
